Record_ID,Annual_Rainfall,Rainfall_Category,Fertilizer,Fertilizer_per_Area,Pesticide,Pesticide_per_Area,Year_Group
15688,1129,Medium,2597287.68,157.44,6268.86,0.38,2016-2020
15689,1129,Medium,3781079.04,157.44,9126.08,0.38,2016-2020
15690,1129,Medium,58410.24,157.44,140.98,0.3799999999999999,2016-2020
15691,1129,Medium,86434.56,157.44,208.62,0.38,2016-2020
15692,1129,Medium,55194842.88,157.44,133219.26,0.38,2016-2020
15693,1129,Medium,179124447.4,157.44000003515768,432337.97,0.3799999999999999,2016-2020
15694,1129,Medium,97770.24,157.44,235.98,0.38,2016-2020
15695,1780,Medium,82970.88,157.44,200.26,0.38,2016-2020
15696,1780,Medium,1091374.08,157.44,2634.16,0.38,2016-2020
15697,1780,Medium,5825.28,157.44,14.06,0.38,2016-2020
15698,1780,Medium,150827.52,157.44,364.04,0.38,2016-2020
15699,1780,Medium,74311.68,157.44,179.36,0.38,2016-2020
15700,1780,Medium,868281.6,157.44,2095.7,0.3799999999999999,2016-2020
15701,1780,Medium,128313.6,157.44,309.7,0.38,2016-2020
15702,1780,Medium,525849.6,157.44,1269.2,0.38,2016-2020
15703,1780,Medium,3118886.4,157.44,7527.8,0.38,2016-2020
15704,1780,Medium,1120972.8,157.44,2705.6,0.38,2016-2020
15705,1780,Medium,113829.12,157.44,274.74,0.38,2016-2020
15706,1780,Medium,70533.12,157.44,170.24,0.38,2016-2020
15707,1780,Medium,998641.92,157.44,2410.34,0.38,2016-2020
15708,1780,Medium,240568.32,157.44,580.64,0.38,2016-2020
15709,1780,Medium,2887292.16,157.44,6968.82,0.38,2016-2020
15710,1780,Medium,2400960.0,157.44,5795.0,0.38,2016-2020
15711,1780,Medium,4606694.4,157.44000000000003,11118.8,0.3799999999999999,2016-2020
15712,1780,Medium,37267622.4,157.44,89949.8,0.38,2016-2020
15713,1780,Medium,798220.8,157.44,1926.6,0.38,2016-2020
15714,1780,Medium,944640.0,157.44,2280.0,0.38,2016-2020
15715,1780,Medium,401786.88,157.44,969.76,0.38,2016-2020
15716,1780,Medium,226556.16,157.44,546.82,0.38,2016-2020
15717,1780,Medium,354240.0,157.44,855.0,0.38,2016-2020
15718,3865,Very High,42949.632,157.44,103.664,0.38,2016-2020
15719,3865,Very High,7872.0,157.44,19.0,0.38,2016-2020
15720,3865,Very High,14531.712,157.44,35.074,0.38,2016-2020
15721,3865,Very High,161328.768,157.44,389.386,0.38,2016-2020
15722,3865,Very High,23930.88,157.44,57.76,0.38,2016-2020
15723,3865,Very High,861826.56,157.44,2080.12,0.38,2016-2020
15724,3865,Very High,79538.688,157.44,191.976,0.38,2016-2020
15725,3865,Very High,17460.096,157.44,42.142,0.38,2016-2020
15726,3865,Very High,190313.472,157.44000000000003,459.344,0.38,2016-2020
15727,3865,Very High,187951.872,157.44,453.644,0.38,2016-2020
15728,3865,Very High,9131.52,157.44,22.04,0.38,2016-2020
15729,3865,Very High,24718.08,157.44,59.66,0.38,2016-2020
15730,3865,Very High,3621.12,157.44,8.74,0.38,2016-2020
15731,3865,Very High,62031.36,157.44,149.72,0.38,2016-2020
15732,3865,Very High,3083856.0,157.44,7443.25,0.38,2016-2020
15733,3865,Very High,2525290.368,157.43999999999997,6095.086,0.38,2016-2020
15734,3865,Very High,76673.28,157.44,185.06,0.38,2016-2020
15735,3865,Very High,120488.832,157.44,290.814,0.38,2016-2020
15736,3865,Very High,158746.752,157.44000000000003,383.154,0.38,2016-2020
15737,3865,Very High,245417.472,157.44,592.344,0.38,2016-2020
15738,3865,Very High,30543.36,157.44,73.72,0.38,2016-2020
15739,3865,Very High,53293.44,157.44,128.63,0.38,2016-2020
15740,1722,Medium,503808.0,157.44,1216.0,0.38,2016-2020
15741,1722,Medium,110208.0,157.44,266.0,0.38,2016-2020
15742,1722,Medium,86592.0,157.44,209.0,0.38,2016-2020
15743,1722,Medium,55104.0,157.44,133.0,0.38,2016-2020
15744,1722,Medium,20467.2,157.44,49.4,0.38,2016-2020
15745,1722,Medium,85017.6,157.44,205.2,0.38,2016-2020
15746,1722,Medium,617164.8,157.44,1489.6,0.38,2016-2020
15747,1722,Medium,122803.2,157.44,296.4,0.3799999999999999,2016-2020
15748,1722,Medium,152716.8,157.44,368.6,0.38,2016-2020
15749,1722,Medium,81868.8,157.44,197.6,0.38,2016-2020
15750,1722,Medium,42508.8,157.44,102.6,0.38,2016-2020
15751,1722,Medium,484915.2,157.44,1170.4,0.38,2016-2020
15752,1722,Medium,919449.6,157.44,2219.2,0.3799999999999999,2016-2020
15753,1722,Medium,10025779.2,157.44,24198.4,0.38,2016-2020
15754,1722,Medium,839155.2,157.44,2025.4,0.38,2016-2020
15755,1722,Medium,336921.6,157.44,813.2,0.38,2016-2020
15756,1722,Medium,299136.0,157.44,722.0,0.38,2016-2020
15757,1722,Medium,75571.2,157.44,182.4,0.38,2016-2020
15758,1722,Medium,5170329.6,157.44,12479.2,0.38,2016-2020
15759,1722,Medium,5598566.4,157.44,13512.8,0.38,2016-2020
15760,1722,Medium,1689331.2,157.44,4077.4,0.38,2016-2020
15761,1722,Medium,198374.4,157.44,478.8,0.38,2016-2020
15762,1722,Medium,69273.6,157.44000000000003,167.2,0.3799999999999999,2016-2020
15763,1722,Medium,1722393.6,157.44,4157.2,0.38,2016-2020
15764,1722,Medium,366835.2,157.44,885.4,0.38,2016-2020
15765,1722,Medium,1139865.6,157.44000000000003,2751.2,0.3799999999999999,2016-2020
15766,1722,Medium,1180800.0,157.44,2850.0,0.38,2016-2020
15767,1722,Medium,53529.6,157.44,129.2,0.3799999999999999,2016-2020
15768,1722,Medium,4321728.0,157.44,10431.0,0.38,2016-2020
15769,1722,Medium,32550720.0,157.44,78565.0,0.38,2016-2020
15770,1722,Medium,826560.0,157.44,1995.0,0.38,2016-2020
15771,1722,Medium,576230.4,157.44,1390.8,0.38,2016-2020
15772,1722,Medium,1388620.8,157.44,3351.6,0.38,2016-2020
15773,1722,Medium,3942297.6,157.44,9515.2,0.38,2016-2020
15774,1722,Medium,697459.2,157.44,1683.4,0.38,2016-2020
15775,1722,Medium,55104.0,157.44,133.0,0.38,2016-2020
15776,1722,Medium,357388.8,157.44,862.6,0.38,2016-2020
15777,1722,Medium,283392.0,157.44,684.0,0.38,2016-2020
15778,1722,Medium,393600.0,157.44,950.0,0.38,2016-2020
15779,1722,Medium,130675.2,157.44,315.4,0.3799999999999999,2016-2020
15780,1722,Medium,536870.4,157.44,1295.8,0.38,2016-2020
15781,1722,Medium,388876.8,157.44,938.6,0.38,2016-2020
15782,497,Low,409344.0,157.44,988.0,0.38,2016-2020
15783,497,Low,157440.0,157.44,380.0,0.38,2016-2020
15784,497,Low,1212288.0,157.44,2926.0,0.38,2016-2020
15785,497,Low,45815040.0,157.44,110580.0,0.38,2016-2020
15786,497,Low,267648.0,157.44,646.0,0.38,2016-2020
15787,497,Low,188928.0,157.44,456.0,0.38,2016-2020
15788,497,Low,3841536.0,157.44,9272.0,0.38,2016-2020
15789,497,Low,17948160.0,157.44,43320.0,0.38,2016-2020
15790,497,Low,125952.0,157.44,304.0,0.38,2016-2020
15791,497,Low,551040.0,157.44,1330.0,0.38,2016-2020
15792,497,Low,2833920.0,157.44,6840.0,0.38,2016-2020
15793,497,Low,299136.0,157.44,722.0,0.38,2016-2020
15794,497,Low,4801920.0,157.44,11590.0,0.38,2016-2020
15795,497,Low,482553600.0,157.44,1164700.0,0.38,2016-2020
15796,497,Low,425088.0,157.44,1026.0,0.38,2016-2020
15797,497,Low,15114240.0,157.44,36480.0,0.38,2016-2020
15798,497,Low,960384.0,157.44,2318.0,0.38,2016-2020
15799,497,Low,251904.0,157.44,608.0,0.38,2016-2020
15800,497,Low,552929280.0,157.44,1334560.0,0.38,2016-2020
15801,815,Low,51958506.24,157.44,125407.98,0.38,2016-2020
15802,815,Low,53214.72,157.44,128.44,0.38,2016-2020
15803,815,Low,148623.36,157.44,358.72,0.38,2016-2020
15804,815,Low,1230865.92,157.44,2970.84,0.38,2016-2020
15805,815,Low,270324.48,157.44,652.46,0.38,2016-2020
15806,815,Low,248440.32,157.44,599.64,0.38,2016-2020
15807,815,Low,4388797.44,157.44000000000003,10592.88,0.3799999999999999,2016-2020
15808,815,Low,46287.36,157.44,111.72,0.38,2016-2020
15809,815,Low,2519.04,157.44,6.08,0.38,2016-2020
15810,815,Low,189557.76,157.44,457.52,0.38,2016-2020
15811,815,Low,298662577.9,157.439999989457,720857.34,0.38,2016-2020
15812,815,Low,239938.56,157.44,579.12,0.38,2016-2020
15813,815,Low,627398.4,157.44,1514.3,0.38,2016-2020
15814,815,Low,9937140.48,157.44,23984.46,0.38,2016-2020
15815,815,Low,1678310.4,157.44,4050.8,0.38,2016-2020
15816,815,Low,29756.16,157.44,71.82,0.3799999999999999,2016-2020
15817,815,Low,289689.6,157.44,699.2,0.38,2016-2020
15818,815,Low,157.44,157.44,0.38,0.38,2016-2020
15819,815,Low,15341268.48,157.44,37027.96,0.38,2016-2020
15820,815,Low,3307184.64,157.44,7982.28,0.38,2016-2020
15821,815,Low,22995214.08,157.44,55501.66,0.38,2016-2020
15822,815,Low,37313.28,157.44,90.06,0.38,2016-2020
15823,815,Low,151614.72,157.44,365.94,0.38,2016-2020
15824,815,Low,6791646.72,157.44,16392.44,0.3799999999999999,2016-2020
15825,815,Low,3805954.56,157.44,9186.12,0.38,2016-2020
15826,815,Low,72926680.32,157.44,176017.14,0.38,2016-2020
15827,815,Low,26332469.76,157.44,63556.52,0.38,2016-2020
15828,815,Low,14411112.96,157.44,34782.92,0.38,2016-2020
15829,815,Low,1083187.2,157.44,2614.4,0.38,2016-2020
15830,815,Low,679983.36,157.44,1641.22,0.38,2016-2020
15831,815,Low,1476472.32,157.44,3563.64,0.38,2016-2020
15832,815,Low,2991.36,157.44,7.22,0.38,2016-2020
15833,815,Low,340070.4,157.44,820.8,0.38,2016-2020
15834,815,Low,185936.64,157.44,448.78,0.38,2016-2020
15835,815,Low,43138.56,157.44,104.12,0.38,2016-2020
15836,815,Low,164837633.3,157.44000001910246,397855.06,0.38,2016-2020
15837,815,Low,144118844.2,157.44000004369727,347847.82,0.38,2016-2020
15838,815,Low,608033.28,157.44,1467.56,0.38,2016-2020
15839,815,Low,168775.68,157.44,407.36,0.38,2016-2020
15840,815,Low,2398755.84,157.44,5789.68,0.38,2016-2020
15841,815,Low,45342.72,157.44,109.44,0.38,2016-2020
15842,815,Low,23976380.16,157.44,57869.82,0.38,2016-2020
15843,815,Low,5634462.72,157.44,13599.44,0.38,2016-2020
15844,815,Low,64707.84,157.44,156.18,0.38,2016-2020
15845,815,Low,510420.48,157.44,1231.96,0.38,2016-2020
15846,815,Low,31330.56,157.44,75.62,0.38,2016-2020
15847,815,Low,102493.44,157.44,247.38,0.38,2016-2020
15848,815,Low,544742.4,157.44,1314.8,0.38,2016-2020
15849,815,Low,7896245.76,157.44,19058.52,0.38,2016-2020
15850,815,Low,5066576.64,157.44,12228.78,0.38,2016-2020
15851,815,Low,991557.12,157.44,2393.24,0.3799999999999999,2016-2020
15852,815,Low,314.88,157.44,0.76,0.38,2016-2020
15853,815,Low,654320.64,157.44,1579.28,0.38,2016-2020
15854,3326,Very High,880089.6,157.44,2124.2,0.3799999999999999,2016-2020
15855,3326,Very High,126739.2,157.44,305.9,0.3799999999999999,2016-2020
15856,3326,Very High,695727.36,157.44,1679.22,0.38,2016-2020
15857,3326,Very High,36998.4,157.44,89.3,0.38,2016-2020
15858,3326,Very High,176490.24,157.44,425.98,0.38,2016-2020
15859,3326,Very High,180741.12,157.44,436.24,0.38,2016-2020
15860,3326,Very High,134926.08,157.44,325.66,0.38,2016-2020
15861,3326,Very High,86749.44,157.44,209.38,0.38,2016-2020
15862,3326,Very High,18892.8,157.44,45.6,0.38,2016-2020
15863,3326,Very High,2140554.24,157.44000000000003,5166.48,0.3799999999999999,2016-2020
15864,3326,Very High,336921.6,157.44,813.2,0.38,2016-2020
15865,3326,Very High,455316.48,157.44,1098.96,0.38,2016-2020
15866,3326,Very High,85175.04,157.44,205.58,0.38,2016-2020
15867,3326,Very High,389349.12,157.44,939.74,0.38,2016-2020
15868,3326,Very High,365260.8,157.44,881.6,0.38,2016-2020
15869,3326,Very High,61873.92,157.44,149.34,0.38,2016-2020
15870,3326,Very High,13854.72,157.44,33.44,0.3799999999999999,2016-2020
15871,3326,Very High,546946.56,157.44000000000003,1320.12,0.3799999999999999,2016-2020
15872,3326,Very High,1227244.8,157.44,2962.1,0.38,2016-2020
15873,3326,Very High,5947296.0,157.44,14354.5,0.38,2016-2020
15874,3326,Very High,2493377.28,157.44,6018.06,0.38,2016-2020
15875,3326,Very High,11370946.56,157.44,27445.12,0.38,2016-2020
15876,3326,Very High,23337646.08,157.44,56328.16,0.38,2016-2020
15877,3326,Very High,1107590.4,157.44,2673.3,0.38,2016-2020
15878,3326,Very High,77617.92,157.44,187.34,0.38,2016-2020
15879,3326,Very High,37470.72,157.44,90.44,0.38,2016-2020
15880,3326,Very High,40776.96,157.44,98.42,0.38,2016-2020
15881,3326,Very High,126896.64,157.44,306.28,0.3799999999999999,2016-2020
15882,3326,Very High,451537.92,157.44,1089.84,0.3799999999999999,2016-2020
15883,3326,Very High,390766.08,157.44,943.16,0.38,2016-2020
15884,3326,Very High,30700.8,157.44,74.1,0.3799999999999999,2016-2020
15885,652,Low,44440746.24,157.44,107262.98,0.38,2016-2020
15886,652,Low,145694503.7,157.44000002161232,351650.86,0.38,2016-2020
15887,652,Low,10922872.32,157.44,26363.64,0.38,2016-2020
15888,652,Low,22657347.84,157.44,54686.18,0.38,2016-2020
15889,652,Low,1069017.6,157.44000000000003,2580.2,0.3799999999999999,2016-2020
15890,652,Low,653376.0,157.44,1577.0,0.38,2016-2020
15891,652,Low,2146851.84,157.44,5181.68,0.38,2016-2020
15892,652,Low,5544879.36,157.44,13383.22,0.38,2016-2020
15893,652,Low,138074.88,157.44,333.26,0.38,2016-2020
15894,652,Low,78839969.28,157.44,190289.56,0.38,2016-2020
15895,652,Low,13842439.68,157.44,33410.36,0.38,2016-2020
15896,652,Low,327002.88,157.44,789.26,0.38,2016-2020
15897,652,Low,26630188.8,157.44,64275.1,0.38,2016-2020
15898,652,Low,4045420.8,157.44,9764.1,0.38,2016-2020
15899,652,Low,104612110.1,157.44000003009975,252493.66,0.38,2016-2020
15900,652,Low,2170782.72,157.44000000000003,5239.44,0.3799999999999999,2016-2020
15901,652,Low,7257669.12,157.44,17517.24,0.38,2016-2020
15902,652,Low,76262519.04,157.44000000000003,184068.58,0.3799999999999999,2016-2020
15903,652,Low,7092672.0,157.44,17119.0,0.38,2016-2020
15904,652,Low,6632160.0,157.44,16007.5,0.38,2016-2020
15905,652,Low,2047822.08,157.44,4942.66,0.38,2016-2020
15906,652,Low,1976974.08,157.44,4771.66,0.38,2016-2020
15907,652,Low,46352540.16,157.44,111877.32,0.38,2016-2020
15908,652,Low,90185725.44,157.44,217673.88,0.38,2016-2020
15909,652,Low,106878616.3,157.43999997053854,257964.14,0.38,2016-2020
15910,652,Low,928560810.2,157.4399999932179,2241190.98,0.38,2016-2020
15911,652,Low,4055811.84,157.44,9789.18,0.38,2016-2020
15912,652,Low,333143.04,157.44,804.08,0.38,2016-2020
15913,652,Low,43780915.2,157.44,105670.4,0.38,2016-2020
15914,652,Low,1458524.16,157.44,3520.32,0.38,2016-2020
15915,652,Low,6612.48,157.44,15.96,0.38,2016-2020
15916,652,Low,2246353.92,157.44,5421.84,0.38,2016-2020
15917,652,Low,351765358.1,157.44000000895144,849027.16,0.38,2016-2020
15918,652,Low,329521.92,157.44,795.34,0.38,2016-2020
15919,652,Low,2569105.92,157.44,6200.84,0.38,2016-2020
15920,652,Low,3492491.52,157.44,8429.54,0.38,2016-2020
15921,652,Low,146261.76,157.44,353.02,0.38,2016-2020
15922,652,Low,189085.44,157.44,456.38,0.38,2016-2020
15923,652,Low,89027911.68,157.44000000000003,214879.36,0.3799999999999999,2016-2020
15924,652,Low,7786982.4,157.44,18794.8,0.38,2016-2020
15925,652,Low,1535503031.0,157.43999999589866,3706117.58,0.38,2016-2020
15926,1475,Medium,544584.96,157.44,1314.42,0.38,2016-2020
15927,1475,Medium,3025367.04,157.44,7302.08,0.38,2016-2020
15928,1475,Medium,662035.2,157.44,1597.9,0.38,2016-2020
15929,1475,Medium,83443.2,157.44,201.4,0.38,2016-2020
15930,1475,Medium,126739.2,157.44,305.9,0.3799999999999999,2016-2020
15931,1475,Medium,2003896.32,157.44,4836.64,0.38,2016-2020
15932,1475,Medium,3275696.64,157.44,7906.28,0.38,2016-2020
15933,1475,Medium,10391.04,157.44000000000003,25.08,0.3799999999999999,2016-2020
15934,1475,Medium,1495680.0,157.44,3610.0,0.38,2016-2020
15935,1475,Medium,2361.6,157.44,5.7,0.38,2016-2020
15936,1475,Medium,944.64,157.44,2.28,0.3799999999999999,2016-2020
15937,1475,Medium,1416.96,157.44,3.42,0.38,2016-2020
15938,1475,Medium,550882.56,157.44000000000003,1329.62,0.3799999999999999,2016-2020
15939,1475,Medium,4250.88,157.44,10.26,0.38,2016-2020
15940,1475,Medium,91472.64,157.44,220.78,0.38,2016-2020
15941,1475,Medium,123747.84,157.44,298.68,0.38,2016-2020
15942,1475,Medium,1853698.56,157.44,4474.12,0.38,2016-2020
15943,1475,Medium,684549.12,157.44,1652.24,0.38,2016-2020
15944,1475,Medium,1237635.84,157.44,2987.18,0.38,2016-2020
15945,1475,Medium,966839.04,157.44,2333.58,0.38,2016-2020
15946,1475,Medium,15980789.76,157.44,38571.52,0.3799999999999999,2016-2020
15947,1475,Medium,2139924.48,157.44,5164.96,0.38,2016-2020
15948,1475,Medium,38815100.16,157.44,93684.82,0.38,2016-2020
15949,1475,Medium,2196760.32,157.44,5302.14,0.38,2016-2020
15950,1475,Medium,297246.72,157.44,717.44,0.38,2016-2020
15951,1475,Medium,8369510.4,157.44,20200.8,0.38,2016-2020
15952,1475,Medium,1658945.28,157.44,4004.06,0.38,2016-2020
15953,1475,Medium,14424337.92,157.44,34814.84,0.3799999999999999,2016-2020
15954,1475,Medium,787.2,157.44,1.9,0.38,2016-2020
15955,1475,Medium,125952.0,157.44,304.0,0.38,2016-2020
15956,1475,Medium,2028456.96,157.44,4895.92,0.38,2016-2020
15957,1475,Medium,15271.68,157.44,36.86,0.38,2016-2020
15958,1475,Medium,52018333.44,157.44,125552.38,0.38,2016-2020
15959,1475,Medium,5352.96,157.44,12.92,0.38,2016-2020
15960,1475,Medium,52427.52,157.44,126.54,0.38,2016-2020
15961,1830,Medium,605041.92,157.44,1460.34,0.38,2016-2020
15962,1830,Medium,4723.2,157.44,11.4,0.38,2016-2020
15963,1830,Medium,67384.32,157.44000000000003,162.64,0.3799999999999999,2016-2020
15964,1830,Medium,4762560.0,157.44,11495.0,0.38,2016-2020
15965,1830,Medium,27709.44,157.44,66.88,0.3799999999999999,2016-2020
15966,1830,Medium,4660696.32,157.44,11249.14,0.38,2016-2020
15967,1830,Medium,283077.12,157.44,683.24,0.38,2016-2020
15968,1830,Medium,1724755.2,157.44,4162.9,0.3799999999999999,2016-2020
15969,1830,Medium,8674629.12,157.44,20937.24,0.38,2016-2020
15970,1830,Medium,207663.36,157.44,501.22,0.38,2016-2020
15971,1830,Medium,944.64,157.44,2.28,0.3799999999999999,2016-2020
15972,1830,Medium,81094510.08,157.44,195731.16,0.38,2016-2020
15973,1830,Medium,13482216.96,157.44,32540.92,0.38,2016-2020
15974,1830,Medium,772243.2,157.44,1863.9,0.38,2016-2020
15975,1830,Medium,8845766.4,157.44,21350.3,0.38,2016-2020
15976,1830,Medium,18527224.32,157.44,44717.64,0.38,2016-2020
15977,1830,Medium,11235705.6,157.44,27118.7,0.38,2016-2020
15978,1830,Medium,24531985.92,157.44,59210.84,0.38,2016-2020
15979,1830,Medium,1631078.4,157.44,3936.8,0.38,2016-2020
15980,1830,Medium,442878.72,157.44,1068.94,0.38,2016-2020
15981,1830,Medium,261035.52,157.44,630.04,0.38,2016-2020
15982,1830,Medium,9071220.48,157.44,21894.46,0.38,2016-2020
15983,1830,Medium,508531.2,157.44,1227.4,0.38,2016-2020
15984,1830,Medium,85489.92,157.44,206.34,0.38,2016-2020
15985,1830,Medium,1231495.68,157.44,2972.36,0.38,2016-2020
15986,1830,Medium,2828252.16,157.44,6826.32,0.38,2016-2020
15987,1830,Medium,67796025.6,157.44,163633.7,0.38,2016-2020
15988,1830,Medium,177907.2,157.44,429.4,0.38,2016-2020
15989,1830,Medium,531989.76,157.44,1284.02,0.38,2016-2020
15990,1830,Medium,97108677.12,157.44,234383.24,0.38,2016-2020
15991,1830,Medium,39256247.04,157.44,94749.58,0.38,2016-2020
15992,1830,Medium,203991544.3,157.43999998456408,492357.64,0.38,2016-2020
15993,1830,Medium,628565345.3,157.4400000050095,1517116.56,0.38,2016-2020
15994,1830,Medium,15901.44,157.44,38.38,0.38,2016-2020
15995,1830,Medium,117292.8,157.44,283.1,0.38,2016-2020
15996,1830,Medium,127998.72,157.44,308.94,0.38,2016-2020
15997,1830,Medium,38372536.32,157.44,92616.64,0.38,2016-2020
15998,1830,Medium,200893.44,157.44,484.88,0.38,2016-2020
15999,1830,Medium,99659.52,157.44,240.54,0.38,2016-2020
16000,1830,Medium,199476.48,157.44,481.46,0.38,2016-2020
16001,1830,Medium,62661.12,157.44,151.24,0.38,2016-2020
16002,1830,Medium,3016550.4,157.44,7280.8,0.38,2016-2020
16003,1830,Medium,1162222.08,157.44,2805.16,0.38,2016-2020
16004,1830,Medium,2201798.4,157.44,5314.3,0.38,2016-2020
16005,1830,Medium,10634757.12,157.44,25668.24,0.38,2016-2020
16006,1830,Medium,1645877.76,157.44,3972.52,0.38,2016-2020
16007,1830,Medium,18477158.4,157.44,44596.8,0.38,2016-2020
16008,2992,High,132355.2,162.20000000000002,285.6,0.35,2016-2020
16009,2992,High,588786.0,162.2,1270.5,0.35,2016-2020
16010,2992,High,1278136.0,162.2,2758.0,0.35,2016-2020
16011,2992,High,149386.2,162.20000000000002,322.35,0.35,2016-2020
16012,2992,High,8272200.0,162.2,17850.0,0.35,2016-2020
16013,2992,High,73476.6,162.20000000000002,158.55,0.35,2016-2020
16014,2992,High,212968.6,162.20000000000002,459.55,0.35,2016-2020
16015,2992,High,205669.6,162.20000000000002,443.8,0.35,2016-2020
16016,2992,High,404851.2,162.20000000000002,873.6,0.35,2016-2020
16017,2992,High,108998.4,162.2,235.2,0.35,2016-2020
16018,2992,High,598518.0,162.2,1291.5,0.35,2016-2020
16019,2992,High,1001585.0,162.2,2161.25,0.35,2016-2020
16020,2992,High,4575013.2,162.20000000000002,9872.1,0.35,2016-2020
16021,2992,High,21605040.0,162.2,46620.0,0.35,2016-2020
16022,2992,High,332996.6,162.2,718.55,0.35,2016-2020
16023,2992,High,4342905.0,162.2,9371.25,0.35,2016-2020
16024,2992,High,508010.4,162.20000000000002,1096.2,0.35,2016-2020
16025,2992,High,345486.0,162.2,745.5,0.35,2016-2020
16026,2992,High,92940.6,162.20000000000002,200.55,0.35,2016-2020
16027,2992,High,133004.0,162.2,287.0,0.35,2016-2020
16028,2992,High,185556.8,162.2,400.4,0.35,2016-2020
16029,2992,High,234865.6,162.20000000000002,506.8,0.35,2016-2020
16030,2992,High,637446.0,162.2,1375.5,0.35,2016-2020
16031,2992,High,115973.0,162.2,250.25,0.35,2016-2020
16032,1521,Medium,2773944.4,162.2,5985.7,0.35,2016-2020
16033,1521,Medium,504279.8,162.2,1088.15,0.35,2016-2020
16034,1521,Medium,2313783.0,162.2,4992.75,0.35,2016-2020
16035,1521,Medium,13787.0,162.2,29.75,0.35,2016-2020
16036,1521,Medium,411825.8,162.2,888.65,0.35,2016-2020
16037,1521,Medium,288716.0,162.2,623.0,0.35,2016-2020
16038,1521,Medium,73314.4,162.2,158.2,0.35,2016-2020
16039,1521,Medium,9160569.4,162.20000000000002,19766.95,0.35,2016-2020
16040,1521,Medium,138843.2,162.20000000000002,299.6,0.35,2016-2020
16041,1521,Medium,1607726.4,162.2,3469.2,0.35,2016-2020
16042,1521,Medium,116135.2,162.2,250.6,0.35,2016-2020
16043,1521,Medium,11456834.8,162.20000000000002,24721.9,0.35,2016-2020
16044,1521,Medium,8183314.4,162.20000000000002,17658.2,0.35,2016-2020
16045,1521,Medium,1566365.4,162.2,3379.95,0.35,2016-2020
16046,1521,Medium,36222017.4,162.2,78160.95,0.35,2016-2020
16047,1521,Medium,45796196.8,162.2,98820.4,0.35,2016-2020
16048,1521,Medium,26571117.4,162.2,57335.95,0.35,2016-2020
16049,1521,Medium,23991650.8,162.20000000000002,51769.9,0.35,2016-2020
16050,1521,Medium,2349142.6,162.20000000000002,5069.05,0.35,2016-2020
16051,1521,Medium,1484941.0,162.2,3204.25,0.35,2016-2020
16052,1521,Medium,26028234.0,162.2,56164.5,0.35,2016-2020
16053,1521,Medium,2110870.8,162.2,4554.9,0.35,2016-2020
16054,1521,Medium,181339.6,162.20000000000002,391.3,0.35,2016-2020
16055,1521,Medium,332347.8,162.2,717.15,0.35,2016-2020
16056,1521,Medium,2683599.0,162.2,5790.75,0.35,2016-2020
16057,1521,Medium,13661619.4,162.20000000000002,29479.45,0.35,2016-2020
16058,1521,Medium,11841897.6,162.2,25552.8,0.35,2016-2020
16059,1521,Medium,467622.6,162.2,1009.05,0.35,2016-2020
16060,1521,Medium,13071049.2,162.2,28205.1,0.35,2016-2020
16061,1521,Medium,72242744.6,162.2,155887.55,0.35,2016-2020
16062,1521,Medium,9796880.0,162.2,21140.0,0.35,2016-2020
16063,1521,Medium,430467283.8,162.20000000000002,928875.15,0.35,2016-2020
16064,1521,Medium,14273.6,162.20000000000002,30.8,0.35,2016-2020
16065,1521,Medium,125218.4,162.2,270.2,0.35,2016-2020
16066,1521,Medium,262601.8,162.2,566.65,0.35,2016-2020
16067,1521,Medium,1511217.4,162.2,3260.95,0.35,2016-2020
16068,1521,Medium,36586967.4,162.2,78948.45,0.35,2016-2020
16069,1521,Medium,1185357.6,162.20000000000002,2557.8,0.35,2016-2020
16070,1521,Medium,1753219.8,162.20000000000002,3783.15,0.35,2016-2020
16071,1521,Medium,483518.2,162.20000000000002,1043.35,0.35,2016-2020
16072,1521,Medium,1326796.0,162.2,2863.0,0.35,2016-2020
16073,1521,Medium,349808954.4,162.2,754828.2,0.35,2016-2020
16074,1515,Medium,10124524.0,162.2,21847.0,0.35,2016-2020
16075,1515,Medium,7136.8,162.20000000000002,15.4,0.35,2016-2020
16076,1515,Medium,226593.4,162.2,488.95,0.35,2016-2020
16077,1515,Medium,275415.6,162.2,594.3,0.35,2016-2020
16078,1515,Medium,7947.8,162.20000000000002,17.15,0.35,2016-2020
16079,1515,Medium,235514.4,162.2,508.2,0.35,2016-2020
16080,1515,Medium,232432.6,162.20000000000002,501.55,0.35,2016-2020
16081,1515,Medium,1084469.2,162.2,2340.1,0.35,2016-2020
16082,1515,Medium,201776.8,162.2,435.4,0.35,2016-2020
16083,1515,Medium,298934.6,162.2,645.05,0.35,2016-2020
16084,1515,Medium,53673926.4,162.2,115819.2,0.35,2016-2020
16085,1515,Medium,3883879.0,162.2,8380.75,0.35,2016-2020
16086,1515,Medium,6083311.0,162.2,13126.75,0.35,2016-2020
16087,1515,Medium,186530.0,162.2,402.5,0.35,2016-2020
16088,1515,Medium,500873.6,162.2,1080.8,0.35,2016-2020
16089,1515,Medium,21248.2,162.20000000000002,45.85,0.35,2016-2020
16090,1515,Medium,28809315.2,162.2,62165.6,0.35,2016-2020
16091,1515,Medium,2604121.0,162.2,5619.25,0.35,2016-2020
16092,1515,Medium,19147223.4,162.2,41316.45,0.35,2016-2020
16093,1515,Medium,2041287.0,162.2,4404.75,0.35,2016-2020
